列1,列2,列3,列4,Param1,Param2,Pram3
3日目,司書クララ,狂人,ＧＪ！！,,,
3日目,司書クララ,狂人,判定だけ取り急ぎ【ヨアヒム人間】,Divined_inquested,Citizen,
3日目,パン屋オットー,人狼,みなさん、昨日は全然しゃべれなくてすいませんでした。,,,
3日目,パン屋オットー,人狼,箱をほかの人に使われていました。,,,
3日目,パン屋オットー,人狼,すいません,,,
3日目,パン屋オットー,人狼,ＧＪ！,,,
3日目,パン屋オットー,人狼,よかったです,,,
3日目,羊飼いカタリナ,人狼,すいません。,,,
3日目,羊飼いカタリナ,人狼,トーマスの判定が無いのでリアル事情で抜けます。,,,
3日目,羊飼いカタリナ,人狼,私の判定は明日の07:00くらいになります。,,,
3日目,神父ジムゾン,霊能者,【書→青白確認】しました。,Information,,
3日目,神父ジムゾン,霊能者,>>567 リナそれなら先に判定落としてください。,,,
3日目,神父ジムゾン,霊能者,さすがに明日の朝まで待つのは時間がもったいないですから。,,,
3日目,羊飼いカタリナ,人狼,おまえは１００％成功しないタイプ…！,,,
3日目,羊飼いカタリナ,人狼,しょせんおまえは羊なのだ……,,,
3日目,羊飼いカタリナ,人狼,狼のふりをするな【ヨアヒム人間】,,,
3日目,農夫ヤコブ,村人,【書、羊から青への白出し確認しただ】>>497「発表は昨日と同じぐらいの時間になる」昨日のトマの発表時間 23:24:09 あと1時間半待たされるだか。,,,
3日目,農夫ヤコブ,村人,トマはなんでこの更新時間の村に入っただべか。,,,
3日目,農夫ヤコブ,村人,偽決め打ちたくなってきただよ･･･ジムの霊判定はその後今日中に出ると思っていいべか？,,,
3日目,農夫ヤコブ,村人,喉もったいないから確認しても発言せず寝るだ。,,,
3日目,農夫ヤコブ,村人,子牛のチルチル、寝るだよー。,,,
3日目,農夫ヤコブ,村人,お休みだ。,,,
3日目,木こりトーマス,占い師,遅くなったが、俺の出番だな。,,,
3日目,木こりトーマス,占い師,プロレス占い、行くぜ！,,,
3日目,木こりトーマス,占い師,実況「さあ全国三千万人のプロレスファンの皆様お待たせしました。,,,
3日目,木こりトーマス,占い師,今日の一戦は、鋼の騎士・機関車トーマス＆萌える闘魂アントニオ・アルビン VS 怒りの獣神サンダー・ジムゾン＆爆弾小僧ダイナマイト・ヨアヒムのマスク剥ぎマッチの戦いを放送致します」神「てめぇー、トーマス。,,,
3日目,木こりトーマス,占い師,お前が森林伐採を怠るから、花粉症で苦しむ奴が多いんだよ」実況「あーっと、ジムゾン,,,
3日目,木こりトーマス,占い師,実況「あーっと、ジムゾン、早速持ってる十字架を使って凶器攻撃だぁ。,,,
3日目,木こりトーマス,占い師,トーマスが自分のコーナーに逃げるが」神「逃がすかよ、上半身裸野郎め。,,,
3日目,木こりトーマス,占い師,警察が見逃しても、俺はみのがさねーぜ」実況「ジムゾン、トーマスを自分のコーナーポストにぶつけて、ヨアヒムにタッチだ」青「ニート、ニートって、てめぇが、言いふらしてるのは知ってるんだぜ」実況「ここで、パワーボム。,,,
3日目,木こりトーマス,占い師,カウントに入るが、アルビン、ナイスカット」,,,
3日目,木こりトーマス,占い師,商「おい、トーマス、昆布食って元気だせ」木「お、お、元気になってきたぞ。,,,
3日目,木こりトーマス,占い師,クララが立った！,,,
3日目,木こりトーマス,占い師,僕のも立った（謎」商「よし、トーマス、クロスボンバーを逝くぞ！,,,
3日目,木こりトーマス,占い師,」木「もちろん、いいですとも」商「マグネットパワー、、、以下略」,,,
3日目,木こりトーマス,占い師,実況「あーっと、クロスボンバーのターゲットのヨアヒムを、ジムゾンが突き飛ばした！,,,
3日目,木こりトーマス,占い師,」木商「クロスボンバー」実況「な、なんと、ジムゾンのマスク（ヅラ）が飛んでいってしまったぁ」商「な、なにー。,,,
3日目,木こりトーマス,占い師,ヨアヒムに、もう一度だ。,,,
3日目,木こりトーマス,占い師,クロスボンバー」木「ヨアヒムのマスクが飛ばない。,,,
3日目,木こりトーマス,占い師,これは正真正銘のニートの素顔だあ」,,,
3日目,木こりトーマス,占い師,実況「１８分４０秒。,,,
3日目,木こりトーマス,占い師,トーマス＆アルビンのKO勝ちです。,,,
3日目,木こりトーマス,占い師,」木「ふ～、ふ～、長かったぜ【ヨアヒムは人間です】」そして、狩人GJだぜ。,Divined_inquested,Citizen,
3日目,木こりトーマス,占い師,タッグマッチだけあり、５発言もつかってしまったぜ。,,,
3日目,木こりトーマス,占い師,ってことで、ヨアヒム、おめでとう。,,,
3日目,木こりトーマス,占い師,確変確定、もとい白確定だ。,,,
3日目,木こりトーマス,占い師,こんな見てて疲れる、占い師もいるが、纏めの補佐＆保存食になってくれ。,,,
3日目,木こりトーマス,占い師,じゃ、明日の試合に向けてトレーニングをしながら、議事少しだけ読むとするかな。,,,
3日目,木こりトーマス,占い師,あと、リーザはおつかれさま。,,,
3日目,木こりトーマス,占い師,墓下一人だけど、続続と送り込んでやるから、まってろな,,,
3日目,行商人アルビン,狩人,じーじぇーやたーリーザ判定ワクテカ,,,
3日目,青年ヨアヒム,村人,樵>>574neetじゃneeeeeeeee!,,,
3日目,青年ヨアヒム,村人,とりあえず、全員の判定確認もといお弁当化確認しました。,,,
3日目,青年ヨアヒム,村人,リーザさんの判定お願いします。,,,
3日目,神父ジムゾン,霊能者,【ヨア白確定確認しました】ヨアおめでとさんですよ。,,,
3日目,神父ジムゾン,霊能者,さて、協会裏の墓場には誰も知らない穴が開いてます。,,,
3日目,神父ジムゾン,霊能者,そこに耳を傾けると死者の声が聞こえてくるのですよ…,,,
3日目,神父ジムゾン,霊能者,ふんふん…,,,
3日目,神父ジムゾン,霊能者,ほうほう…,,,
3日目,神父ジムゾン,霊能者,え？,,,
3日目,神父ジムゾン,霊能者,ラムネもう飲み終わっちゃった？,,,
3日目,神父ジムゾン,霊能者,むぅ、仕方ないですね。,,,
3日目,神父ジムゾン,霊能者,後でまたお供えしておきますから。,,,
3日目,神父ジムゾン,霊能者,ちゃんと死者として声が聞こえた【リズは人間】でした。,Divined_inquested,Citizen,
3日目,神父ジムゾン,霊能者,ごめんなさい、リズ。,,,
3日目,神父ジムゾン,霊能者,貴女の仇は必ず討ちます。,,,
3日目,神父ジムゾン,霊能者,つ[ラムネ*12本],,,
3日目,旅人ニコラス,村人,判定気になって起きてきたカパ～…,,,
3日目,旅人ニコラス,村人,でもまだ本調子じゃないんですぐ寝るカパ。,,,
3日目,旅人ニコラス,村人,ヤコブ、きゅうりいっぱいありがとうカパー！,,,
3日目,旅人ニコラス,村人,（しゃくしゃくしゃく【ヨアの白確定】【リズの白判定】確認したカパパ！,,,
3日目,旅人ニコラス,村人,リズ…,,,
3日目,旅人ニコラス,村人,ごめんカパ…,,,
3日目,旅人ニコラス,村人,トマは、判定頑張りすぎカパ～…,,,
3日目,旅人ニコラス,村人,考察も同じくらい力入れて欲しいカパ。,,,
3日目,旅人ニコラス,村人,おやすみカパー。,,,
3日目,神父ジムゾン,霊能者,GJで偶数進行になりましたので、残る吊手5に代わりはありませんがもう１GJで吊手うｐです。,,,
3日目,神父ジムゾン,霊能者,とりあえずトマは判定遅かった点について皆に謝罪ぐらいあってもいいとは思いました。,,,
3日目,神父ジムゾン,霊能者,まる。,,,
3日目,神父ジムゾン,霊能者,本日の議題,,,
3日目,神父ジムゾン,霊能者,占考察 ,,,
3日目,神父ジムゾン,霊能者,灰考察 ,,,
3日目,神父ジムゾン,霊能者,占吊希望もう後は各自のスタンスに任せましょう。,,,
3日目,神父ジムゾン,霊能者,【今日は仮決定19:00、本決定19:30とします】。,,,
3日目,神父ジムゾン,霊能者,よろしく。,,,
3日目,木こりトーマス,占い師,＿|_|○ 　ごめんなさい。,,,
3日目,木こりトーマス,占い師,みんな。,,,
3日目,木こりトーマス,占い師,さて残る灰は 能力者旅娘長年農屋 木＝真 狂狼＝司羊 霊＝神 白＝青商だな今日も強気の灰吊り灰占いで、ガンガン吊ろうぜ。,,,
3日目,木こりトーマス,占い師,とりあえず、リーザは疑ってすまなかった。,,,
3日目,青年ヨアヒム,村人,なんと…,,,
3日目,青年ヨアヒム,村人,>>579リーザさん白でしたか…。,,,
3日目,青年ヨアヒム,村人,もう焼き土下座するしかない…,,,
3日目,青年ヨアヒム,村人,orz本当にお疲れ様でした…。,,,
3日目,木こりトーマス,占い師,灰考察だ。,,,
3日目,木こりトーマス,占い師,旅＆長 変態口調コンビ。,,,
3日目,木こりトーマス,占い師,まさかこの二名ともが、狼はないだろってみてるけどな。,,,
3日目,木こりトーマス,占い師,どっちか狼かなって思ったりもしてるぜ。,,,
3日目,木こりトーマス,占い師,テンションの上がり下がりが見えないな。,,,
3日目,木こりトーマス,占い師,リーザ吊りの場面も、あまり表情が見えない。,,,
3日目,木こりトーマス,占い師,娘＆農 正統派１０００万パワーズ この二名、両狼だと、俺とアルビンのコンビは、マジでやばいな。,,,
3日目,木こりトーマス,占い師,マッスルドッキングを早く完成させないとな。,,,
3日目,木こりトーマス,占い師,年 孤高の戦士 淡々としてるな。,,,
3日目,木こりトーマス,占い師,リーザ吊りへのリード,,,
3日目,木こりトーマス,占い師,リード役っては見えないな。,,,
3日目,木こりトーマス,占い師,こいつは白でいいんじゃね。,,,
3日目,木こりトーマス,占い師,おおげさ。,,,
3日目,木こりトーマス,占い師,屋 寡黙の戦士 色見えないな。,,,
3日目,木こりトーマス,占い師,話せないなら、この場面でも戦力外で吊っても仕方なしとみる。,,,
3日目,木こりトーマス,占い師,仮で出させてもらうと、▼屋。,,,
3日目,木こりトーマス,占い師,●は１０００万パワーズのどちらかで逝きたい。,,,
3日目,木こりトーマス,占い師,もちろん、昨日同様で、乳タイプ・アルビンに乗っかる案も考慮してもいいと思う,,,
3日目,村娘パメラ,村人,まだハトさん。,,,
3日目,村娘パメラ,村人,【ヨアさん白確定、リザちゃん霊白確認】白確定は嬉しいです！,Information,,
3日目,村娘パメラ,村人,GJで占いも霊も出たのがすごくいい！,,,
3日目,村娘パメラ,村人,でもリザちゃんは白。,,,
3日目,村娘パメラ,村人,はずれてしまったのね、、、ごめんなさい。,,,
3日目,村娘パメラ,村人,お疲れ様でした。,,,
3日目,農夫ヤコブ,村人,やっぱ黙ってられねえ！,,,
3日目,農夫ヤコブ,村人,【ヨア確白確認・リザ人間判定確認】リザすまねえだよーーー！！！,Information,,
3日目,農夫ヤコブ,村人,orz 墓下かエピでジャンピング土下座するべよー。,,,
3日目,農夫ヤコブ,村人,これは占い師真偽予想もゼロから考え直しが必要だべ。,,,
3日目,農夫ヤコブ,村人,こうなると今日の吊り希望はアルが妥当な気がしてきただ。,,,
3日目,農夫ヤコブ,村人,トマ＞もうおらトマ真予想崩れたから、真面目に考察してほしいだよ。,,,
3日目,農夫ヤコブ,村人,お休みだ。,,,
3日目,木こりトーマス,占い師,ま、まてーー、ヤコブ！,,,
3日目,木こりトーマス,占い師,確かに、リーザ吊りを言い出したのは、アルビンだ。,,,
3日目,木こりトーマス,占い師,これは十分に俺も認める。,,,
3日目,木こりトーマス,占い師,ただ考えてくれ。,,,
3日目,木こりトーマス,占い師,俺は、アルビンの票に上乗せ案を言ってる最中、簡単にアルビンが▼妙を言うのは危険すぎるような気がしないか？,,,
3日目,木こりトーマス,占い師,リーザは、確かにお前さんの言うとおり、占い判定の出る前からの動きが早く、それが返ってみんなから目立つ結果となってしまった。,,,
3日目,木こりトーマス,占い師,現在灰に２狼なので、昨日▼希望リーザに来てる奴が１名。目,,,
3日目,木こりトーマス,占い師,目立たぬよう、その他の▼灰を希望してるのが１名と俺は見てるぜアルビン吊りこそ、早計であり、孔明の罠でもあるのだ。,,,
3日目,木こりトーマス,占い師,ここは霊も真占い師も存命なので、灰から潰していくほうが賢明だと思うがな。,,,
3日目,木こりトーマス,占い師,どうであろう？,,,
3日目,木こりトーマス,占い師,もうひとつ。,,,
3日目,木こりトーマス,占い師,狼側は、アルビンをどうしても襲撃でいないんだ！,,,
3日目,木こりトーマス,占い師,クララ偽が確定するから。,,,
3日目,木こりトーマス,占い師,狼側で安全な襲撃先はヨアヒムぐらいなんで、GJ率もまだ十分に高い。,,,
3日目,木こりトーマス,占い師,それと俺自身も、リーザには悪い事をしたからな。,,,
3日目,木こりトーマス,占い師,そろそろ本気と書いて、マジでやろうかと思ってる。,,,
3日目,木こりトーマス,占い師,明日のプロレスの試合判定には、発言を抑えたいと思ってるが、裏で狼が楽しんで見てるかもしれないので、どうしたもんかとも考えてる。,,,
3日目,木こりトーマス,占い師,クララは、黒出したらお仕事終了だからもう黒は出てこないと思うが、カタリナの偽黒はいつ出るのかの。,,,
3日目,木こりトーマス,占い師,俺も早く、黒を引きたいぜ。,,,
3日目,木こりトーマス,占い師,では、イメージトレーニングをしに布団にいくぜ。,,,
3日目,木こりトーマス,占い師,おやすみだぁーー＠６,,,
3日目,行商人アルビン,狩人,げーまじか…,,,
3日目,行商人アルビン,狩人,あと１ＧＪに期待…,,,
3日目,行商人アルビン,狩人,＿|_|○ 　ごめんなさい。,,,
3日目,行商人アルビン,狩人,みんな。,,,
3日目,村長ヴァルター,村人,ピヨぽっぽー。,,,
3日目,村長ヴァルター,村人,【判定確認ピヨ】よーし、外した頑張ろう！！…,,,
3日目,村長ヴァルター,村人,の前にリザぴよごめんピヨ。,,,
3日目,村長ヴァルター,村人,つ【ひよこ】んで、全判定後誰も気付いてないピヨかどうなのか…,,,
3日目,村長ヴァルター,村人,ピヨ。,,,
3日目,村長ヴァルター,村人,今日か明日に人外吊らなきゃPPピヨ？,,,
3日目,村長ヴァルター,村人,＞ヨアぴよ>>563返答は帰ってからにするピヨ。,,,
3日目,村長ヴァルター,村人,それよりも先に言う事があるピヨ。,,,
3日目,村長ヴァルター,村人,で、今日か明日に確実に人外吊るにはアルぴよ吊って判定見てから偽確した占い師候補吊るか、今日から占い師吊りを始めるかのどっちかピヨ。,,,
3日目,村長ヴァルター,村人,今日灰吊りすると明日はミスれないピヨよ。,,,
3日目,村長ヴァルター,村人,アルぴよ吊った後については皆分かると思うピヨから割愛ピヨ。,,,
3日目,村長ヴァルター,村人,分からなければジムぴよにきくピヨ。,,,
3日目,村長ヴァルター,村人,たぶん知ってるピヨ。,,,
3日目,村長ヴァルター,村人,占い師候補吊りを選択した場合は、今日狼吊れたなら一手余裕が出来る＆残り占い師が真狂だから明日灰吊りが出来るピヨ。,,,
3日目,村長ヴァルター,村人,今日真or狂人吊ったなら明日も占い師候補吊りになると思うピヨ。,,,
3日目,村長ヴァルター,村人,占い師候補全生存してるのに手をつけるのは勿体ないとは思うピヨけど、皆ちょっと検討してほしいピヨ。,,,
3日目,村長ヴァルター,村人,どうしても灰吊り決行と言う場合はそんちょに止める手立てはないピヨから従うピヨけど…。,,,
3日目,村長ヴァルター,村人,因みにそんちょのこの発言が疑わしかったら疑えばいいピヨよ。,,,
3日目,村長ヴァルター,村人,ちゃんと考えるとあまり余裕無いの分かるはずピヨから。,,,
3日目,村長ヴァルター,村人,         じゃ、またあとでピヨー。,,,
3日目,行商人アルビン,狩人,ジムは判定撤回とかしないのだろうかと思っているナウ昆布,,,
3日目,農夫ヤコブ,村人,600ゲット。,,,
3日目,農夫ヤコブ,村人,▼アル希望。,,,
3日目,農夫ヤコブ,村人,商白なら書偽確定、黒なら書真の場合の狼が1匹吊れるだ。,,,
3日目,農夫ヤコブ,村人,>>599とかからして、アルは発言から白黒読むの無理と思うだで、吊って情報出してもらうしかねえと感じるだよ。,,,
3日目,農夫ヤコブ,村人,>>595 偶数だからランダムPPだ。,,,
3日目,農夫ヤコブ,村人,おらは村長の>>597には反対だべ。,,,
3日目,農夫ヤコブ,村人,今日占い師の誰かが黒引くかもしれねえし、アル吊り後まともな手順踏めばひとまずランダム防げる。,,,
3日目,農夫ヤコブ,村人,占い吊りは書の真偽判明後の2択がいいべ。,,,
3日目,村長ヴァルター,村人,ちょこっとだけ顔出し。,,,
3日目,村長ヴァルター,村人,ヤコぴよ>>600ランダムPPといっても今日の投票先から分かるようにしっかり投票できてない人が数人いるピヨよ(リザぴよと明言したクラぴよ除く)。,,,
3日目,村長ヴァルター,村人,重要な場面でソレがあると…,,,
3日目,村長ヴァルター,村人,ピヨヨ。,,,
3日目,村長ヴァルター,村人,因みにアルぴよ吊る場合は翌日ジムぴよ生存が絶対条件になるピヨね。,,,
3日目,村長ヴァルター,村人,アルぴよ吊りましたジムぴよ喰われましたじゃ意味ないピヨから。,,,
3日目,村長ヴァルター,村人,で、ヨアぴよへの返答ピヨ。,,,
3日目,村長ヴァルター,村人,＞ヨアぴよ>>563ちがーう！,,,
3日目,村長ヴァルター,村人,>>423は疑いじゃなく指摘ピヨよ。,,,
3日目,村長ヴァルター,村人,で、>>526はトマぴよの考えはこうなんじゃない？,,,
3日目,村長ヴァルター,村人,っていうのから出たそんちょの考えピヨ。,,,
3日目,村長ヴァルター,村人,もう一回読んでみてピヨ。,,,
3日目,行商人アルビン,狩人,うーん。,,,
3日目,行商人アルビン,狩人,撤回なしか･･･ヤコブはこの状況を疑わないのかなあ･･･なーんか出来すぎている昆布･･･ヤコブもっと冷静になれ。,,,
3日目,行商人アルビン,狩人,じゃなきゃ狼として疑う昆布よ。,,,
3日目,行商人アルビン,狩人,ただリーザが白だっただけ。,,,
3日目,行商人アルビン,狩人,おれの判定は1黒2白でクララは偽ぽいことを思い出せ。,,,
3日目,行商人アルビン,狩人,つかさ【クララでGJだした狩人ではない宣言】をまわしてほしいんだけどどう？,,,
3日目,行商人アルビン,狩人,いってることおかしい？,,,
3日目,行商人アルビン,狩人,おれトーマスでGJがでてると信じてうたがわないので、トーマスでGJだったら潜伏続行でお願いしたいけどクララでGJだした狩人がいなければおれ白になるよね？,,,
3日目,行商人アルビン,狩人,まあジムでGJの可能性もあるけどさの昆布。,,,
3日目,行商人アルビン,狩人,おれいってることへん？,,,
3日目,青年ヨアヒム,村人,おはようございます。,,,
3日目,青年ヨアヒム,村人,思ったんですけど、やっぱりアルビンさんの決定的黒要素がみつからないんですよね…。,,,
3日目,青年ヨアヒム,村人,確かに白のリーザさんから疑われていましたがアルビンさん視点ではそりゃ自分に黒だしした占い師を信用する人は怪しいわけで…。,,,
3日目,青年ヨアヒム,村人,吊りにはあまり積極的ではないですが、吊らないかぎり色みえないしここ狼だったら勝てないんじゃないかという懸念が…。,,,
3日目,青年ヨアヒム,村人,樵>>582商>>594謝るくらいなら質問とかに答えたらどうですか？,,,
3日目,青年ヨアヒム,村人,あなたがたの信用度が下がっていくだけですよ。,,,
3日目,青年ヨアヒム,村人,特にトーマスさんはネタ発言で喉をたくさん使うのはやめた方がいいです。,,,
3日目,青年ヨアヒム,村人,長>>602そもそもなんで>>423でつっこんできたんですか？,,,
3日目,青年ヨアヒム,村人,そして>>526。,,,
3日目,青年ヨアヒム,村人,ここそんなに指摘する場所ですか？,,,
3日目,青年ヨアヒム,村人,そこが不自然なんですよ。,,,
3日目,青年ヨアヒム,村人,昨日のリーザさんの吊りと占い希望をピックアップすると、▼商▽屋●農○青です。,,,
3日目,青年ヨアヒム,村人,商はクララさん真よりでみてたし、屋は寡黙吊りと特に違和感はないです。,,,
3日目,青年ヨアヒム,村人,農はやたらクララさんを偽視してたから怪しいと思ったんでしょうか。,,,
3日目,青年ヨアヒム,村人,最後に私と…。,,,
3日目,青年ヨアヒム,村人,ここだけ違和感ありあ（ｒｙ）次は他の人の希望先ですね。,,,
3日目,青年ヨアヒム,村人,昨日リーザさんを吊りの第一希望にあげたのが、農、商、娘、年、長、樵、そして私の7人ですね。,,,
3日目,青年ヨアヒム,村人,狼側としては一番疑われてるリーザさんを便乗して吊ってしまいたかったんでしょうか。,,,
3日目,青年ヨアヒム,村人,まぁあの場面でリーザさん吊りを希望してももっともと思う人が多かったからでしょうね。,,,
3日目,村娘パメラ,村人,トマさんの>>591「裏で狼が楽しんで見てる」って…,,,
3日目,村娘パメラ,村人,、独り言とか墓下は…？,,,
3日目,村娘パメラ,村人,って思いました。,,,
3日目,村娘パメラ,村人,やっぱり狂人っぽいのです。,,,
3日目,青年ヨアヒム,村人,ひとつ疑問です。,,,
3日目,青年ヨアヒム,村人,★旅>>502吊り理由は寡黙吊りだそうですが、それ以外に吊りたいと思った人はいないのですか？,,,
3日目,村長ヴァルター,村人,■ヨアぴよ>>606>>423発言見てて変に拘りそうな感じだったからピヨよ。,,,
3日目,村長ヴァルター,村人,>>526はだから指摘じゃなくてそんちょの考えって言ってるピヨよ。,,,
3日目,村長ヴァルター,村人,不自然なら占いにでもなんにでもすればいいピヨ。,,,
3日目,村長ヴァルター,村人,ついで、アルぴよ吊りを考える前に。,,,
3日目,村長ヴァルター,村人,リザぴよ吊って白なら、アルぴよは自分が吊られる可能性が高くなる事は分かってるピヨから>>577のリーザの判定をwktkして待ってる状態じゃないと思うピヨよ。,,,
3日目,村長ヴァルター,村人,ましてGJもでているピヨから。,,,
3日目,村長ヴァルター,村人,それと>>344のクララおつは吊られた場合クラぴよ偽確定するのがわかっての発言だと思うピヨ。,,,
3日目,村長ヴァルター,村人,そんちょはアルぴよのそういう反応を見て人間だと思ってるピヨ。,,,
3日目,村長ヴァルター,村人,故に今日アルぴよ吊るのには抵抗があるピヨ。,,,
3日目,村長ヴァルター,村人,ってーか、アルぴよ吊って白でクラぴよ吊って狼ならいいけど、狂人だったら吊りミス出来ないピヨよ。…,,,
3日目,村長ヴァルター,村人,って、何でそんちょがアルぴよの為に一生懸命になってるピヨか…,,,
3日目,村長ヴァルター,村人,全く。,,,
3日目,村娘パメラ,村人,昨日聞かれたことや、私宛の疑問にお答えします…。,,,
3日目,村娘パメラ,村人,答えてないとかここわかんないというのがあったら、指摘してください…。,,,
3日目,村娘パメラ,村人,>>549▽長は、アルビン吊りたくない…！,,,
3日目,村娘パメラ,村人,という前提のなか、考察不十分な思考の中で長を挙げたのですが、指摘されるとやっぱり苦しい選択だったなと思います。,,,
3日目,村娘パメラ,村人,村長さん、ごめんなさい。,,,
3日目,村娘パメラ,村人,>>521 ヨアさん、これはもう少し「気になる」内容を掘り下げてほしいです。,,,
3日目,村娘パメラ,村人,もしどこかで話していたら、ア,,,
3日目,村娘パメラ,村人,ンカーで教えていただければ…。,,,
3日目,村娘パメラ,村人,>>504 リナさん、>>510で疑問にお答えしたのですが、いかがでしょう。,,,
3日目,村娘パメラ,村人,補足すると、状況は状況、単体は単体、いろんな白黒要素がある中、私は、要素とみなせそうな点をすべて挙げた上で、どれが最も信頼できる要素かで決めます。,,,
3日目,村娘パメラ,村人,これは、私の考えたことをできるだけ順を追って見せたいという意味合いです…。,,,
3日目,村娘パメラ,村人,狼さんは、狼に不利になる要素はわざと見せないと思うのです。,,,
3日目,村娘パメラ,村人,新たに相反する,,,
3日目,村娘パメラ,村人,要素が出てきたら、比較検討したことは必ず載せます…。,,,
3日目,村娘パメラ,村人,その意味では、[樵狂/商白]を最優先要素にすると話しました。,,,
3日目,村娘パメラ,村人,これは、ペタくん>>539「２日目優先が当然」思考への反論でもあるんです…。,,,
3日目,村娘パメラ,村人,視点漏れ的要素なら初日のほうがありそうなわけで、時間経過だけで決めるのもどうかって思うのです…。,,,
3日目,村娘パメラ,村人,でも、ここは考察しかたの違いかも…。,,,
3日目,村娘パメラ,村人,>>514 ジムさん…,,,
3日目,村娘パメラ,村人,ワキワキしないでくださいっ！,,,
3日目,村娘パメラ,村人,（怯 >>552 や…やめ,,,
3日目,少年ペーター,人狼,おはよ。,,,
3日目,少年ペーター,人狼,【判定全部確認】リーちゃんごめん…。,,,
3日目,少年ペーター,人狼,でも僕アレ視点漏れにしか見えなかったんだけど…。,,,
3日目,少年ペーター,人狼,ジムにぃの冷蔵庫から拝借しておいたラムネ、後で飲もうと思ってたんだけどリーちゃんにお供えするよ。,,,
3日目,少年ペーター,人狼,つ[ラムネ]オトにぃお帰りなさい、今日はちゃんと箱確保できそうかな？,,,
3日目,少年ペーター,人狼,自分のペースでいいからできる限り思ったこと言ってみてね！,,,
3日目,少年ペーター,人狼,今は時間がないから考察はちょい後回しとして、色々と垂れ流し。,,,
3日目,少年ペーター,人狼,村長さんの案について理解はしてるよ。,,,
3日目,少年ペーター,人狼,考察してから変わるかもしれないけど、現状ならクラねぇ偽はリーちゃん黒が基点だったし単体ではクラねぇ真の目をけっこう見てるからアルにぃ吊りを希望しそう。,Estimate,,
3日目,少年ペーター,人狼,ちなみに偶数進行だと狂人を吊るのも悪手だから、アルにぃ吊りで白ならクラねぇはほぼ狂な点がかなりネックにはなりそうなのが不安だけど…。,Estimate,,
3日目,少年ペーター,人狼,アルにぃの案（>>604）については狩人関連なのでノーコメントで。,,,
3日目,少年ペーター,人狼,非狩確定のジムにぃに突っ込みをお願いしたいところ。,,,
3日目,少年ペーター,人狼,トマにぃはね、あまりにも酷いと信用できる信用できないとかじゃなく【信用したくない】になるよ、と言っておくね。,,,
3日目,少年ペーター,人狼,今日の残りの発言は本気でお願い。,,,
3日目,少年ペーター,人狼,それじゃ、また後で。,,,
3日目,村娘パメラ,村人,・オットーさんについてです…。,,,
3日目,村娘パメラ,村人,私は白だとずっと思っています。,,,
3日目,村娘パメラ,村人,検討ポイントは、初心者騙りをしているかどうかと、初心者さんが赤ログで相談（指導）している気配があるかどうかです。,,,
3日目,村娘パメラ,村人,>>565の「他の人に」…,,,
3日目,村娘パメラ,村人,の理由はメタとはいえ、ベテランさんには思いつかない理由だと思いました。,,,
3日目,村娘パメラ,村人,>>109の遅いタイミングで、「霊のCO3日目/霊まとめ」の矛盾は演義でやれそうですが、>>288>>289の５行制限にかかる部分,,,
3日目,村娘パメラ,村人,が演義だったらすごい…。,,,
3日目,村娘パメラ,村人,だから、初心者騙りは否定します。,,,
3日目,村娘パメラ,村人,次に、赤ログで指導があるかどうかですが…,,,
3日目,村娘パメラ,村人,ちょっと失礼だけど、あんまり発言が成長してない（表の助言も見えてないのかな？,,,
3日目,村娘パメラ,村人,）のがポイントだと思いました。,,,
3日目,村娘パメラ,村人,だから私は白いと思います…。,,,
3日目,少年ペーター,人狼,>>613 パメねぇ「アルにぃを吊りたくない」っていう前提があっての希望了解。,,,
3日目,少年ペーター,人狼,それ考慮しながら議事録読みなおしてみるよ。,,,
3日目,少年ペーター,人狼,>>615 ああ、もちろん前日に強い要素、当日に弱い要素が出てきたら前日の要素を優先させるのは理解してるよ。,,,
3日目,少年ペーター,人狼,思考の流れがないと不自然だよね、って感じで言ったんだけど論点ずれてたね、ごめんなさい。,,,
3日目,少年ペーター,人狼,それじゃ、今度こそ離れます。,,,
3日目,青年ヨアヒム,村人,私への質問より他の人の質問優先で全くかまいませんよ。,,,
3日目,青年ヨアヒム,村人,>>614他の方もいっていますが、「席確保」がそこまで印象深く残ってないんですよ。,,,
3日目,青年ヨアヒム,村人,あの時点ではそこまで張り切る人には思えませんでした。,,,
3日目,青年ヨアヒム,村人,>>301とか後のせサクサク感を感じるし。,,,
3日目,青年ヨアヒム,村人,やっぱりここはちょっとひっかかりました。,,,
3日目,村娘パメラ,村人,>>621 ペタくん、よろしくね。,,,
3日目,村娘パメラ,村人,>>622 ヨアさん、ううん大丈夫、ここが私の一番大きな黒要素だと思うので、徹底的に解明しておきたいの。,,,
3日目,村娘パメラ,村人,ヨア君の疑惑は、赤ログ経由というライン要素よね…。,,,
3日目,村娘パメラ,村人,もともと、「席確保」に見た印象の強弱がその疑惑の元だと思うので、私はその席確保に込められた解釈の流れを見せなきゃと思うし、それが「後乗せ」というのなら、後に乗ってる部分がどこだと思ったか、教えてほしいの…。,,,
3日目,村娘パメラ,村人,・ニコさんはすんなり読めちゃって気になる点がないから、要素をうまく出せないの…。,,,
3日目,村娘パメラ,村人,ロックオン体質と言いつつ、似てる村長さんとは根拠付けがしっかりしている感じがで白いです…。,,,
3日目,村娘パメラ,村人,・ヤコさんは、ロックオンと迫る態度は白かったんだけど、3日目までのロックオンが外れてから、どうなるのか期待中…。,,,
